,tweet_id,favorites,retweet_count
1951,672975131468300288,1499,775
1952,672970152493887488,837,302
1953,672968025906282496,1183,469
1954,672964561327235073,1260,557
1955,672902681409806336,1231,422
1956,672898206762672129,792,363
1957,672884426393653248,1367,728
1958,672877615439593473,909,301
1959,672834301050937345,1151,503
1960,672828477930868736,1109,418
1961,672640509974827008,873,270
1962,672622327801233409,1147,420
1963,672614745925664768,1087,510
1964,672609152938721280,970,338
1965,672604026190569472,966,335
1966,672594978741354496,1177,529
1967,672591762242805761,840,284
1968,672591271085670400,640,157
1969,672538107540070400,900,316
1970,672523490734551040,552,146
1971,672488522314567680,990,371
1972,672482722825261057,990,518
1973,672481316919734272,639,110
1974,672475084225949696,1293,606
1975,672466075045466113,1192,447
1976,672272411274932228,5704,2923
1977,672267570918129665,1312,538
1978,672264251789176834,1011,285
1979,672256522047614977,2507,1324
1980,672254177670729728,1272,647
1981,672248013293752320,1526,520
1982,672245253877968896,607,131
1983,672239279297454080,805,275
1984,672231046314901505,1618,876
1985,672222792075620352,700,176
1986,672205392827572224,1981,1006
1987,672169685991993344,909,318
1988,672160042234327040,764,304
1989,672139350159835138,1540,593
1990,672125275208069120,2115,986
1991,672095186491711488,873,328
1992,672082170312290304,836,318
1993,672068090318987265,1135,439
1994,671896809300709376,7601,3667
1995,671891728106971137,1168,480
1996,671882082306625538,3095,1205
1997,671879137494245376,1244,570
1998,671874878652489728,1103,478
1999,671866342182637568,993,418
2000,671855973984772097,791,371
2001,671789708968640512,6304,2993
2002,671768281401958400,1049,434
2003,671763349865160704,1491,772
2004,671744970634719232,1206,661
2005,671743150407421952,674,200
2006,671735591348891648,1284,652
2007,671729906628341761,7481,3792
2008,671561002136281088,11367,6304
2009,671550332464455680,809,183
2010,671547767500775424,1202,496
2011,671544874165002241,1727,888
2012,671542985629241344,964,483
2013,671538301157904385,837,334
2014,671536543010570240,1036,343
2015,671533943490011136,895,493
2016,671528761649688577,737,214
2017,671520732782923777,1218,454
2018,671518598289059840,829,252
2019,671511350426865664,1423,605
2020,671504605491109889,6226,3114
2021,671497587707535361,825,388
2022,671488513339211776,884,412
2023,671486386088865792,509,172
2024,671485057807351808,677,195
2025,671390180817915904,1280,651
2026,671362598324076544,974,257
2027,671357843010908160,351,133
2028,671355857343524864,420,104
2029,671347597085433856,833,369
2030,671186162933985280,639,176
2031,671182547775299584,977,283
2032,671166507850801152,778,301
2033,671163268581498880,1455,965
2034,671159727754231808,313,68
2035,671154572044468225,624,186
2036,671151324042559489,587,126
2037,671147085991960577,582,191
2038,671141549288370177,1022,569
2039,671138694582165504,822,340
2040,671134062904504320,653,162
2041,671122204919246848,3080,2181
2042,671115716440031232,1213,670
2043,671109016219725825,1003,377
2044,670995969505435648,968,241
2045,670842764863651840,22028,7558
2046,670840546554966016,523,165
2047,670838202509447168,980,598
2048,670833812859932673,382,109
2049,670832455012716544,646,184
2050,670826280409919488,4861,3495
2051,670823764196741120,674,159
2052,670822709593571328,544,83
2053,670815497391357952,2775,1314
2054,670811965569282048,983,230
2055,670807719151067136,1052,425
2056,670804601705242624,1733,815
2057,670803562457407488,302,77
2058,670797304698376195,659,203
2059,670792680469889025,732,237
2060,670789397210615808,583,210
2061,670786190031921152,527,168
2062,670783437142401025,721,330
2063,670782429121134593,1347,654
2064,670780561024270336,699,249
2065,670778058496974848,297,62
2066,670764103623966721,958,371
2067,670755717859713024,392,87
2068,670733412878163972,848,446
2069,670727704916926465,736,312
2070,670717338665226240,1048,416
2071,670704688707301377,686,318
2072,670691627984359425,517,209
2073,670679630144274432,664,240
2074,670676092097810432,214,35
2075,670668383499735048,9441,4305
2076,670474236058800128,1336,631
2077,670468609693655041,313,77
2078,670465786746662913,852,467
2079,670452855871037440,489,174
2080,670449342516494336,1073,567
2081,670444955656130560,6046,1738
2082,670442337873600512,580,175
2083,670435821946826752,937,435
2084,670434127938719744,1254,560
2085,670433248821026816,294,100
2086,670428280563085312,1229,521
2087,670427002554466305,462,141
2088,670421925039075328,1142,549
2089,670420569653809152,538,265
2090,670417414769758208,501,280
2091,670411370698022913,1792,766
2092,670408998013820928,484,187
2093,670403879788544000,376,128
2094,670385711116361728,489,173
2095,670374371102445568,669,236
2096,670361874861563904,288,55
2097,670338931251150849,373,96
2098,670319130621435904,3466,1065
2099,670303360680108032,382,107
2100,670290420111441920,622,249
2101,670093938074779648,909,276
2102,670086499208155136,620,217
2103,670079681849372674,1954,1055
2104,670073503555706880,1383,677
2105,670069087419133954,551,205
2106,670061506722140161,666,290
2107,670055038660800512,592,279
2108,670046952931721218,576,151
2109,670040295598354432,658,96
2110,670037189829525505,527,240
2111,670003130994700288,295,77
2112,669993076832759809,284,70
2113,669972011175813120,392,133
2114,669970042633789440,271,43
2115,669942763794931712,444,131
2116,669926384437997569,338,81
2117,669923323644657664,202,50
2118,669753178989142016,705,340
2119,669749430875258880,227,55
2120,669684865554620416,446,74
2121,669683899023405056,338,93
2122,669682095984410625,312,115
2123,669680153564442624,585,241
2124,669661792646373376,714,365
2125,669625907762618368,3112,1563
2126,669603084620980224,845,316
2127,669597912108789760,446,131
2128,669583744538451968,1315,800
2129,669573570759163904,388,120
2130,669571471778410496,1406,877
2131,669567591774625800,202,45
2132,669564461267722241,335,104
2133,669393256313184256,313,62
2134,669375718304980992,1173,626
2135,669371483794317312,434,148
2136,669367896104181761,404,129
2137,669363888236994561,556,200
2138,669359674819481600,329,103
2139,669354382627049472,2379,1091
2140,669353438988365824,562,226
2141,669351434509529089,376,153
2142,669328503091937280,905,364
2143,669327207240699904,496,101
2144,669324657376567296,438,182
2145,669216679721873412,1053,346
2146,669214165781868544,384,135
2147,669203728096960512,886,406
2148,669037058363662336,571,264
2149,669015743032369152,649,323
2150,669006782128353280,509,209
2151,669000397445533696,18646,5504
2152,668994913074286592,390,188
2153,668992363537309700,657,292
2154,668989615043424256,594,288
2155,668988183816871936,797,389
2156,668986018524233728,477,140
2157,668981893510119424,479,258
2158,668979806671884288,701,292
2159,668975677807423489,1151,495
2160,668967877119254528,127,18
2161,668960084974809088,618,209
2162,668955713004314625,241,63
2163,668932921458302977,227,50
2164,668902994700836864,275,87
2165,668892474547511297,353,126
2166,668872652652679168,475,267
2167,668852170888998912,409,139
2168,668826086256599040,381,112
2169,668815180734689280,491,225
2170,668779399630725120,627,325
2171,668655139528511488,470,187
2172,668645506898350081,772,457
2173,668643542311546881,782,446
2174,668641109086707712,942,465
2175,668636665813057536,918,435
2176,668633411083464705,2454,1375
2177,668631377374486528,616,280
2178,668627278264475648,281,97
2179,668625577880875008,328,111
2180,668623201287675904,1244,653
2181,668620235289837568,181,35
2182,668614819948453888,542,272
2183,668587383441514497,1472,918
2184,668567822092664832,206,46
2185,668544745690562560,452,197
2186,668542336805281792,403,181
2187,668537837512433665,226,61
2188,668528771708952576,402,189
2189,668507509523615744,276,87
2190,668496999348633600,358,114
2191,668484198282485761,371,207
2192,668480044826800133,394,127
2193,668466899341221888,767,439
2194,668297328638447616,556,255
2195,668291999406125056,213,28
2196,668286279830867968,436,116
2197,668274247790391296,719,196
2198,668268907921326080,483,206
2199,668256321989451776,1148,516
2200,668248472370458624,838,406
2201,668237644992782336,5428,2413
2202,668226093875376128,246,85
2203,668221241640230912,452,168
2204,668204964695683073,488,171
2205,668190681446379520,576,171
2206,668171859951755264,424,162
2207,668154635664932864,438,272
2208,668142349051129856,509,239
2209,668113020489474048,581,207
2210,667937095915278337,1112,690
2211,667924896115245057,264,95
2212,667915453470232577,184,46
2213,667911425562669056,430,245
2214,667902449697558528,757,334
2215,667886921285246976,1646,907
2216,667885044254572545,729,398
2217,667878741721415682,348,101
2218,667873844930215936,551,338
2219,667866724293877760,2710,898
2220,667861340749471744,222,69
2221,667832474953625600,254,54
2222,667806454573760512,927,417
2223,667801013445750784,283,81
2224,667793409583771648,606,286
2225,667782464991965184,363,210
2226,667773195014021121,204,44
2227,667766675769573376,372,185
2228,667728196545200128,324,126
2229,667724302356258817,423,268
2230,667550904950915073,0,28
2231,667550882905632768,0,25
2232,667549055577362432,5093,1944
2233,667546741521195010,303,106
2234,667544320556335104,761,456
2235,667538891197542400,175,58
2236,667534815156183040,716,443
2237,667530908589760512,409,206
2238,667524857454854144,1496,964
2239,667517642048163840,332,165
2240,667509364010450944,6043,1856
2241,667502640335572993,484,193
2242,667495797102141441,456,231
2243,667491009379606528,456,189
2244,667470559035432960,225,85
2245,667455448082227200,171,53
2246,667453023279554560,279,73
2247,667443425659232256,681,486
2248,667437278097252352,396,197
2249,667435689202614272,267,76
2250,667405339315146752,410,196
2251,667393430834667520,168,50
2252,667369227918143488,328,144
2253,667211855547486208,425,209
2254,667200525029539841,544,227
2255,667192066997374976,332,86
2256,667188689915760640,643,330
2257,667182792070062081,12507,5254
2258,667177989038297088,166,48
2259,667176164155375616,524,386
2260,667174963120574464,218,69
2261,667171260800061440,186,72
2262,667165590075940865,2376,965
2263,667160273090932737,219,50
2264,667152164079423490,42174,14569
2265,667138269671505920,4002,1862
2266,667119796878725120,284,105
2267,667090893657276420,286,105
2268,667073648344346624,351,103
2269,667070482143944705,72,13
2270,667065535570550784,143,40
2271,667062181243039745,192,45
2272,667044094246576128,163,43
2273,667012601033924608,394,186
2274,666996132027977728,213,79
2275,666983947667116034,2242,842
2276,666837028449972224,702,467
2277,666835007768551424,183,65
2278,666826780179869698,218,79
2279,666817836334096384,442,209
2280,666804364988780544,206,78
2281,666786068205871104,658,408
2282,666781792255496192,325,168
2283,666776908487630848,303,148
2284,666739327293083650,207,59
2285,666701168228331520,371,182
2286,666691418707132416,159,42
2287,666649482315059201,993,524
2288,666644823164719104,208,69
2289,666454714377183233,447,179
2290,666447344410484738,90,19
2291,666437273139982337,106,40
2292,666435652385423360,137,42
2293,666430724426358785,276,160
2294,666428276349472768,139,67
2295,666421158376562688,272,91
2296,666418789513326592,107,39
2297,666411507551481857,371,262
2298,666407126856765440,93,30
2299,666396247373291520,147,68
2300,666373753744588802,162,73
2301,666362758909284353,649,468
2302,666353288456101888,179,56
2303,666345417576210432,241,122
2304,666337882303524864,168,79
2305,666293911632134144,425,289
2306,666287406224695296,123,56
2307,666273097616637952,151,66
2308,666268910803644416,99,38
2309,666104133288665088,12856,5460
2310,666102155909144576,66,11
2311,666099513787052032,133,53
2312,666094000022159362,142,63
2313,666082916733198337,92,37
2314,666073100786774016,274,130
2315,666071193221509120,127,51
2316,666063827256086533,394,180
2317,666058600524156928,99,47
2318,666057090499244032,247,112
2319,666055525042405380,367,196
2320,666051853826850816,1024,700
2321,666050758794694657,115,50
2322,666049248165822465,88,36
2323,666044226329800704,246,115
2324,666033412701032449,100,36
2325,666029285002620928,112,39
2326,666020888022790149,2284,420
